94:64:24:9d:d8:52,94:64:24:9d:d8:72,94:64:24:9d:de:e2,94:64:24:9d:df:02,94:64:24:9d:e6:f0,94:64:24:9d:e7:10,94:64:24:9d:f1:12,94:64:24:9d:f1:32,94:64:24:9d:fb:f2,94:64:24:9d:fc:12,94:64:24:9e:05:52,94:64:24:9e:05:72,94:64:24:9e:16:02,94:64:24:9e:16:22,94:64:24:9e:21:72,94:64:24:9e:21:92,94:64:24:9e:24:10,94:64:24:9e:24:30,94:64:24:9e:2c:e2,94:64:24:9e:2d:02,94:64:24:9e:3e:e0,94:64:24:9e:3f:00,94:64:24:9e:54:42,94:64:24:9e:54:62,94:64:24:9e:72:d2,94:64:24:9e:72:f2,94:64:24:9e:7e:42,94:64:24:9e:7e:62,94:64:24:9e:84:12,94:64:24:9e:84:32,94:64:24:9e:8a:72,94:64:24:9e:8a:92,94:64:24:9e:c0:a2,94:64:24:9e:c0:c2,94:64:24:9e:c3:12,94:64:24:9e:c3:32,94:64:24:9e:ce:80,94:64:24:9e:ce:a0,94:64:24:9e:d1:22,94:64:24:9e:d1:42,94:64:24:9e:e1:12,94:64:24:9e:e1:32,94:64:24:9e:f3:40,94:64:24:9e:fa:62,94:64:24:9e:fa:82,94:64:24:9f:03:c2,94:64:24:9f:03:e2,94:64:24:9f:12:00,94:64:24:9f:12:20,94:64:24:9f:14:a0,94:64:24:9f:14:c0,94:64:24:9f:2a:f2,94:64:24:9f:2b:12,94:64:24:9f:38:12,94:64:24:9f:38:32,94:64:24:9f:38:72,94:64:24:9f:38:92,94:64:24:9f:3c:f2,94:64:24:9f:3d:12,94:64:24:9f:45:c0,94:64:24:9f:45:e0,94:64:24:9f:51:62,94:64:24:9f:51:82,94:64:24:9f:70:52,94:64:24:9f:70:72,94:64:24:9f:81:c2,94:64:24:9f:81:e2,94:64:24:9f:82:22,94:64:24:9f:82:42,94:64:24:9f:82:52,94:64:24:9f:83:72,94:64:24:9f:83:92,94:64:24:9f:a2:f2,94:64:24:9f:a3:12,94:64:24:9f:ae:c2,94:64:24:9f:ae:e2,94:64:24:9f:ba:92,94:64:24:9f:ba:b2,94:64:24:9f:c4:22,94:64:24:9f:c4:42,94:64:24:9f:e1:30,94:64:24:9f:e1:50,94:64:24:9f:ea:90,94:64:24:9f:ea:b0,94:64:24:9f:f9:62,94:64:24:9f:f9:82,94:64:24:9f:fb:12,94:64:24:9f:fb:32,94:64:24:a0:0b:62,94:64:24:a0:0b:82,94:64:24:a0:16:10,94:64:24:a0:1f:70,94:64:24:a0:1f:90,94:64:24:a0:24:82,94:64:24:a0:24:a2,94:64:24:a0:34:d0,94:64:24:a0:34:f0,94:64:24:a0:3c:e2,94:64:24:a0:3d:02,94:64:24:a0:48:72,94:64:24:a0:62:c0,94:64:24:a0:62:e0,94:64:24:a0:70:40,94:64:24:a0:70:60,94:64:24:a0:82:00,94:64:24:a0:89:f2,94:64:24:a0:8a:12,94:64:24:a0:ab:e2,94:64:24:a0:ac:02,94:64:24:a0:ae:b2,94:64:24:a0:ae:d2,94:64:24:a0:c8:62,94:64:24:a0:cb:02,94:64:24:a0:cb:22,94:64:24:a0:ce:62,94:64:24:a0:ce:82,94:64:24:a0:de:22,94:64:24:a0:de:42,94:64:24:a0:df:a2,94:64:24:a0:df:c2,94:64:24:a0:fc:e0,94:64:24:a0:fd:00,94:64:24:a0:fe:30,94:64:24:a0:fe:50,94:64:24:a0:fe:c0,94:64:24:a0:fe:e0,94:64:24:a1:00:a2,94:64:24:a1:00:c2,94:64:24:a1:07:92,94:64:24:a1:07:b2,94:64:24:a1:08:b2,94:64:24:a1:08:d2,94:64:24:a1:09:72,94:64:24:a1:09:92,94:64:24:a1:0a:30,94:64:24:a1:0a:50,94:64:24:a1:0f:12,94:64:24:a1:0f:32,94:64:24:a1:22:60,94:64:24:a1:22:80,94:64:24:a1:44:b0,94:64:24:a1:59:b2,94:64:24:a1:59:d2,94:64:24:a1:69:a0,94:64:24:a1:6f:72,94:64:24:a1:6f:92,94:64:24:a1:71:e2,94:64:24:a1:72:02,94:64:24:a1:88:f2,94:64:24:a1:89:12,94:64:24:a1:94:02,94:64:24:a1:94:22,94:64:24:a1:94:f2,94:64:24:a1:95:12,a8:5b:f7:2f:77:00,a8:5b:f7:2f:77:10,room
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
